PassengerId,Survived
892,0.3254785590197691
893,0.31942697322149777
894,0.3207258709832335
895,0.32989009826305965
896,0.3399667135699677
897,0.3354866443551551
898,0.3264982390632293
899,0.3774985999767728
900,0.32952734584512583
901,0.3678733828258856
902,0.3277778352118857
903,0.36392618869187154
904,0.5023174438964857
905,0.35831762408700674
906,0.44536759545171123
907,0.37518467487312723
908,0.33582310497475987
909,0.32852783541017055
910,0.32817563201673233
911,0.3206098618503614
912,0.4386019284406142
913,0.3230620234702647
914,0.38307663634342615
915,0.4544201038804876
916,0.9127673188847616
917,0.3358724764891723
918,0.4554850083125076
919,0.3280329620626825
920,0.3760369164944222
921,0.35982010512324564
922,0.3626065264319034
923,0.38397018109430714
924,0.35560359356378424
925,0.36393668387442724
926,0.44301406257363224
927,0.3293623880626298
928,0.3281363039511178
929,0.33186959165301194
930,0.3324968656388731
931,0.44075825496986215
932,0.3369832001994796
933,0.3711432538589895
934,0.3233824616072172
935,0.33898373779648316
936,0.4259866528646261
937,0.32883546314671647
938,0.37285749423843795
939,0.3274388939526118
940,0.47622048552153484
941,0.34374587439208915
942,0.4502241309523798
943,0.34470029699133364
944,0.3655298933966046
945,0.9208185676814902
946,0.34563943515362305
947,0.3830678365160231
948,0.3254684262569414
949,0.3281961706480859
950,0.34685013891102956
951,0.9167263056646662
952,0.33140690642679826
953,0.3394862566640091
954,0.3307380496025323
955,0.32936026984268857
956,0.9243143636594833
957,0.358241168886628
958,0.33103840084188885
959,0.401721353045209
960,0.37477384840411576
961,0.9102612696017445
962,0.32875855621258
963,0.33008724416683005
964,0.32751580088674825
965,0.373700054830663
966,0.798787108983011
967,0.7996118978954911
968,0.3281363039511178
969,0.36025953860843707
970,0.33898373779648316
971,0.32875855621258
972,0.35212252260510846
973,0.8121258670920761
974,0.3629364419968954
975,0.3277778352118857
976,0.3343160539478797
977,0.34302414765922545
978,0.3280691607569604
979,0.3314354596010383
980,0.3274388939526118
981,0.37146837356646145
982,0.34371529231193765
983,0.3274970114524873
984,0.4306367842972429
985,0.3281363039511178
986,0.3708544155567046
987,0.32853511190735984
988,0.4768891164789219
989,0.32751580088674825
990,0.33032045221202927
991,0.3264867261261576
992,0.43335905523023077
993,0.3701945844267205
994,0.3274388939526118
995,0.32815684258247135
996,0.33318022821869825
997,0.3617863363790336
998,0.32991289166720356
999,0.3274388939526118
1000,0.32967641769781864
1001,0.3427777667938917
1002,0.34011053783138273
1003,0.32750677519246635
1004,0.3804277805535102
1005,0.3294881543323604
1006,0.8134455293520442
1007,0.34632330330914596
1008,0.32438772520914794
1009,0.35715267916282695
1010,0.48169752408657285
