PassengerId,Survived
892,0.14449800108054256
893,0.4089871909152315
894,0.1771331515781367
895,0.12574359521288025
896,0.5410185679677548
897,0.1978523412057167
898,0.6051167229464564
899,0.2770049654995952
900,0.6809789235445727
901,0.08639594731196953
902,0.11973078502321521
903,0.32526513574010607
904,0.8831377668554066
905,0.08021956899959948
906,0.737097032464462
907,0.8030552162118951
908,0.32785994927835005
909,0.22850710369828575
910,0.519962123278944
911,0.5319644170402285
912,0.3264655209395526
913,0.21219907529000182
914,0.8641793691364696
915,0.547255196227783
916,0.9037077230756234
917,0.038650947408261915
918,0.9780349664277708
919,0.22022867030063664
920,0.3557584994379508
921,0.11674745332670877
922,0.15196599177922576
923,0.25778287955336443
924,0.47629993394715137
925,0.505746586140167
926,0.46337659614162274
927,0.2423071980410264
928,0.5557423575977263
929,0.5947695765078069
930,0.13732096541608096
931,0.15103551064456822
932,0.12380581250599376
933,0.4249606080981462
934,0.04795486108240654
935,0.7311023330611908
936,0.7425820264054313
937,0.13630646041909267
938,0.4037430849139998
939,0.18032019736193583
940,0.7868821176692532
941,0.4979504323163419
942,0.42736391058982537
943,0.38363237399525196
944,0.7009474922060012
945,0.8708247082143018
946,0.378465049049426
947,0.11920663453278713
948,0.08109809583418559
949,0.13612932462596772
950,0.08379668400816831
951,1.0391989172418443
952,0.1804392966059759
953,0.2844742392384044
954,0.17482642683067906
955,0.6493300754029419
956,0.6290885987813001
957,0.7472932855126001
958,0.6715052226668544
959,0.3303099147134878
960,0.48025966198475806
961,0.757958774134735
962,0.6383082674599968
963,0.15836347421224473
964,0.5501428857296913
965,0.4935309898817668
966,1.0119477511121633
967,0.5898328924039155
968,0.11983010989339649
969,0.6288761967162696
970,0.295190085356861
971,0.6383082674599968
972,0.2658908520764989
973,0.29425568132309987
974,0.30870826894480763
975,0.11973078502321521
976,0.36543516998893155
977,0.1533122865913118
978,0.6218346222809592
979,0.6109319135820542
980,0.6162324450662656
981,0.40559511892107447
982,0.5514055789580954
983,0.11965297410027165
