PassengerId,Survived
892,0.11915128012650367
893,0.4477079942240667
894,0.15370762392676962
895,0.1001588318241704
896,0.576858805363426
897,0.1748913386594536
898,0.6488896741031751
899,0.24739426201351133
900,0.7223328837929106
901,0.05762773665400667
902,0.09415427227249673
903,0.332964182462429
904,0.9475391029836947
905,0.05025244661757977
906,0.8024777993176395
907,0.8455426762163977
908,0.309449858640509
909,0.20112227903365243
910,0.5627021699085343
911,0.5675309916360634
912,0.31904590852838566
913,0.18536318823149622
914,0.9421839282827098
915,0.5398314364993767
916,0.8868285855616647
917,0.07084808748834592
918,1.0383194049963684
919,0.19252225645276722
920,0.363222746806272
921,0.08369213703054357
922,0.12478597565191807
923,0.23459374063441796
924,0.5006702894999134
925,0.5303540290854712
926,0.46179594999370044
927,0.2154571357027082
928,0.5982178926169032
929,0.6385679960442852
930,0.11192178443564627
931,0.11134595427413496
932,0.08405895970339516
933,0.4363590095050862
934,0.019604542023432536
935,0.780068273033873
936,0.8108949888452452
937,0.1113646465930006
938,0.4070782183175904
939,0.15639002856929984
940,0.8415683357533728
941,0.5230213715323724
942,0.42992009581044255
943,0.3610503561210454
944,0.7424761425503539
945,0.8682883662996055
946,0.3555101134787412
947,0.0862787508787779
948,0.05402083356169918
949,0.11126736855698316
950,0.055851558331769136
951,1.0449934896281006
952,0.15722110453232152
953,0.2647693715191809
954,0.15143618109905976
955,0.6947903493315948
956,0.5583351412834942
957,0.7943648763107138
958,0.7177782893284543
959,0.33303214240494305
960,0.48693387495056606
961,0.7351243457785567
962,0.683332496014901
963,0.13428771098329428
964,0.5924403269405475
965,0.5009783478386517
966,1.03273040135212
967,0.5430546984236878
968,0.09420881872032916
969,0.7028572917668008
970,0.27605919913729904
971,0.683332496014901
972,0.2327016254242683
973,0.2406136164110637
974,0.31576413730065855
975,0.09415427227249673
976,0.3490025651631976
977,0.12234123152715615
978,0.6661781538431433
979,0.655551376489471
980,0.6603991024658737
981,0.38287219343092904
982,0.5934824982637439
983,0.0941115406843116
984,0.8817926383010338
985,0.09420881872032916
986,0.5204363543053998
987,0.111318943602988
988,0.6424630207657719
989,0.08843125304397348
990,0.6440154177533131
991,0.06554207678404511
992,0.8904549607085209
993,0.25665298855882446
994,0.15639002856929984
995,0.10557823745882522
996,0.6769968749676731
997,0.09932918079797759
998,0.1965485119526429
999,0.15639002856929984
1000,0.09444317035255312
1001,0.3419927055907521
1002,0.2807879004283602
1003,0.6604094316246073
1004,0.9633875465681513
1005,0.7147008224742338
1006,0.7675560838566649
1007,0.17967471539972402
1008,0.16071027140153205
1009,0.6988199918010086
1010,0.4747881979225313
1011,0.7491953656808847
1012,0.8842413243646703
1013,0.11518517476277301
1014,0.9371382819539905
1015,0.09392582807009642
1016,0.15639002856929984
1017,0.6480790284237522
1018,0.12851898876475842
1019,0.5834723387010793
1020,0.20725901849021744
1021,0.11714221226935628
1022,0.07127542517130192
1023,0.36078694524418686
